date,timeStamp,rawPd1,rawPd2,rosa1530pd,ntc_1530,ntc_1310,opCode,cur_1530,cur_1310,metadata,app_session_counter,device_config,intpl_ntc_1530,intpl_ntc_1310,intpl_rawPd1,intpl_rawPd2,timestamp
2025-03-26 06:36:57.430788040+01:00,2025-03-26 05:36:57.430788040,-0.3519541444723778,-0.1289665852745277,-0.0505602420044233,,,,0.0868,0.0657,,,,47.66429,24.66158,-0.352,-0.129,2025-03-26 05:36:57.430788040
2025-03-26 06:36:57.432416916+01:00,2025-03-26 05:36:57.432416916,,,,47.6664,24.6623,,0.0847,0.0649,,,,47.6664,24.6623,-0.352,-0.128,2025-03-26 05:36:57.432416916
2025-03-26 06:36:57.451253653+01:00,2025-03-26 05:36:57.451253653,-0.3504699886405454,-0.122511401475835,-0.05014181734822,,,,0.0847,0.0649,,,,47.68937,24.67098,-0.35,-0.123,2025-03-26 05:36:57.451253653
2025-03-26 06:36:57.472124100+01:00,2025-03-26 05:36:57.472124100,-0.349464458163316,-0.1402831244806199,-0.0500816166498204,,,,0.0847,0.0649,,,,47.71481,24.6806,-0.349,-0.14,2025-03-26 05:36:57.472124100
2025-03-26 06:36:57.492640734+01:00,2025-03-26 05:36:57.492640734,-0.3496456563050337,-0.1212799693679773,-0.0499254524618926,,,,0.0847,0.0649,,,,47.73983,24.69006,-0.35,-0.121,2025-03-26 05:36:57.492640734
2025-03-26 06:36:57.513038397+01:00,2025-03-26 05:36:57.513038397,-0.3505146921294561,-0.1171672483882008,-0.0502836764196963,,,,0.0847,0.0649,,,,47.7647,24.69946,-0.351,-0.117,2025-03-26 05:36:57.513038397
2025-03-26 06:36:57.533151150+01:00,2025-03-26 05:36:57.533151150,-0.3512382926032892,-0.1175034186248086,-0.0496190845512252,,,,0.0847,0.0649,,,,47.78922,24.70874,-0.351,-0.118,2025-03-26 05:36:57.533151150
2025-03-26 06:36:57.553259850+01:00,2025-03-26 05:36:57.553259850,-0.3521758737773744,-0.1173615595533322,-0.0492113887323604,,,,0.0847,0.0649,,,,47.81374,24.71801,-0.352,-0.117,2025-03-26 05:36:57.553259850
2025-03-26 06:36:57.573498249+01:00,2025-03-26 05:36:57.573498249,-0.3527468863423927,-0.1179576060721404,-0.0496232568768569,,,,0.0847,0.0649,,,,47.83841,24.72733,-0.353,-0.118,2025-03-26 05:36:57.573498249
2025-03-26 06:36:57.593950033+01:00,2025-03-26 05:36:57.593950033,-0.3523618402912426,-0.1198023700478518,-0.049225097802293,,,,0.0847,0.0649,,,,47.86335,24.73676,-0.352,-0.12,2025-03-26 05:36:57.593950033
2025-03-26 06:36:57.614358902+01:00,2025-03-26 05:36:57.614358902,-0.3523272695931517,-0.1197183274886998,-0.0487577973315474,,,,0.0847,0.0649,,,,47.88823,24.74617,-0.352,-0.12,2025-03-26 05:36:57.614358902
2025-03-26 06:36:57.634763718+01:00,2025-03-26 05:36:57.634763718,-0.3519803705192054,-0.1197284602795196,-0.0488787947748654,,,,0.0847,0.0649,,,,47.91311,24.75558,-0.352,-0.12,2025-03-26 05:36:57.634763718
2025-03-26 06:36:57.655199528+01:00,2025-03-26 05:36:57.655199528,-0.3514743270247372,-0.1217734958855504,-0.0490832387308166,,,,0.0847,0.0649,,,,47.93802,24.765,-0.351,-0.122,2025-03-26 05:36:57.655199528
2025-03-26 06:36:57.676380157+01:00,2025-03-26 05:36:57.676380157,-0.3512984933016888,-0.1258337647716718,-0.0484907684911213,,,,0.0847,0.0649,,,,47.96385,24.77476,-0.351,-0.126,2025-03-26 05:36:57.676380157
2025-03-26 06:36:57.700433493+01:00,2025-03-26 05:36:57.700433493,-0.3512716712083424,-0.1126098767053934,-0.0481092987190841,,,,0.0847,0.0649,,,,47.99317,24.78585,-0.351,-0.113,2025-03-26 05:36:57.700433493
2025-03-26 06:36:57.738082409+01:00,2025-03-26 05:36:57.738082409,-0.3514695586525868,-0.1278805885172591,-0.0482285080228457,,,,0.0847,0.0649,,,,48.03908,24.8032,-0.351,-0.128,2025-03-26 05:36:57.738082409
2025-03-26 06:36:57.751307011+01:00,2025-03-26 05:36:57.751307011,,,,48.0552,24.8093,,0.0834,0.0642,,,,48.0552,24.8093,-0.35,-0.12,2025-03-26 05:36:57.751307011
2025-03-26 06:36:57.764478445+01:00,2025-03-26 05:36:57.764478445,-0.3494811474658426,-0.1112628115728869,-0.04749119847908,,,,0.0834,0.0642,,,,48.06951,24.81727,-0.349,-0.111,2025-03-26 05:36:57.764478445
2025-03-26 06:36:57.785695314+01:00,2025-03-26 05:36:57.785695314,-0.3537106935633056,-0.1381439135246173,-0.0480717477883991,,,,0.0834,0.0642,,,,48.09257,24.8301,-0.354,-0.138,2025-03-26 05:36:57.785695314
